Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
how to get rid of a leaky gut,47,47,50,30,0.49,https://proactivwellnesscenters.com/intestinal-permeability-leaky-gut-diagnosis-and-treatment/,0,0,0.00,0.98,13500000,"[28,0,71,100,100,57,57,100,100,57,57,71]",2026-02-14,"Sitelinks, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
best vitamin d for mthfr,95,95,50,10,1.46,https://proactivwellnesscenters.com/hormone-replacement/mthfr-implications-and-treatment/,0,0,0.00,1,1560000,"[33,55,100,77,55,55,55,44,44,33,33,44]",2025-12-24,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",commercial,Organic
abc store herndon virginia,61,61,90,41,0.00,https://proactivwellnesscenters.com/pwc-max-weight-loss-program/manassas/,0,0,0.00,0.03,90100,"[35,15,18,8,18,18,15,15,0,18,11,11]",2026-01-27,"Local pack, Image, People also ask, Related searches",navigational,Organic
at home dale city virginia,64,64,90,25,0.50,https://proactivwellnesscenters.com/bredesen-protocol-alzheimers-treatment/dale-city/,0,0,0.00,0.7,104000000,"[42,23,33,14,33,42,66,42,33,52,42,66]",2026-01-27,"Knowledge panel, People also ask, Related searches","informational, transactional",Organic
be more intentional meaning,70,70,40,26,0.00,https://proactivwellnesscenters.com/how-being-intentional-can-change-your-life/,0,0,0.00,0.33,125000000,"[64,100,11,11,11,11,11,11,11,11,11,11]",2026-02-16,"Sitelinks, Video, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
treatment of mthfr,1,1,40,39,0.33,https://proactivwellnesscenters.com/hormone-replacement/mthfr-implications-and-treatment/,0,0,0.00,0.52,2630000,"[0,0,4,0,2,22,10,2,29,10,0,4]",2026-01-06,"Sitelinks, Video, Image, People also ask, Related searches, Things to know, AI overview",informational,People also ask
treatment of mthfr,13,13,40,39,0.33,https://proactivwellnesscenters.com/hormone-replacement/mthfr-implications-and-treatment/,0,0,0.00,0.52,2630000,"[0,0,4,0,2,22,10,2,29,10,0,4]",2026-01-06,"Sitelinks, Video, Image, People also ask, Related searches, Things to know, AI overview",informational,Organic
magnegel,22,22,40,4,0.70,https://stores.proactivwellnesscenters.com/MagneGel-Transdermal-magnesium-8oz_p_540.html,0,0,0.00,0.75,1630,"[14,14,14,50,14,14,14,78,14,50,14,14]",2026-01-28,"Sitelinks, Image, People also ask, AI overview",informational,Organic
local weight loss clinics near me,13,13,260,39,9.71,https://proactivwellnesscenters.com/medical-weight-loss/fairfax/,0,0,0.00,0.07,201000000,"[100,67,10,23,10,10,4,12,15,12,23,36]",2026-02-08,"Local pack, People also ask, Related searches",transactional,Organic
front load washer that doesn't mold,43,43,50,15,0.98,https://proactivwellnesscenters.com/anti-aging/cirs-mold-exposure-from-front-loading-washing-machines/,0,0,0.00,1,2900000,"[50,35,50,35,35,21,50,7,100,7,14,14]",2025-12-23,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
supplements for mthfr mutation,1,1,390,27,1.22,https://proactivwellnesscenters.com/hormone-replacement/mthfr-implications-and-treatment/,0,0,0.00,1,965000,"[23,19,23,29,10,81,29,36,67,100,81,54]",2026-02-11,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,People also ask
1945 old gallows rd vienna va 22182,61,61,70,,0.00,https://proactivwellnesscenters.com/contact-us/directions-to-the-office/,0,0,0.00,0.2,22600,"[29,41,29,41,41,52,52,52,41,41,41,41]",2025-12-31,"Sitelinks, Image, Related searches",commercial,Organic
phone number for proactiv,40,40,110,22,1.42,https://proactivwellnesscenters.com/bredesen-protocol-alzheimers-treatment/clarksburg/,0,0,0.00,0.13,155000,"[52,42,52,19,42,66,66,66,23,52,66,52]",2026-02-10,"Knowledge panel, Video, People also ask, Related searches",informational,Organic
phone number for proactiv,94,94,110,22,1.42,https://proactivwellnesscenters.com/our-locations/,0,0,0.00,0.13,155000,"[52,42,52,19,42,66,66,66,23,52,66,52]",2026-02-10,"Knowledge panel, Video, People also ask, Related searches",informational,Organic
leaky gut syndrome cure treatment,86,86,170,53,0.78,https://proactivwellnesscenters.com/intestinal-permeability-leaky-gut-diagnosis-and-treatment/,0,0,0.00,0.8,1020000,"[43,28,65,34,28,65,53,53,34,100,65,81]",2026-01-18,"Sitelinks, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
charleston trt,76,76,70,51,0.00,https://proactivwellnesscenters.com/trt/chevy-chase/,0,0,0.00,0,190000,"[100,18]",2026-01-23,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
medical weight loss doctors near me,42,42,90,41,0.00,https://proactivwellnesscenters.com/medical-weight-loss/fairfax/,0,0,0.00,0,701000000,"[44,1,5,6,6,5,9,6,15,12,6,9]",2026-01-13,"Local pack, People also ask, Related searches",transactional,Organic
poly mva,73,73,590,33,1.66,https://proactivwellnesscenters.com/poly-mva-with-high-dose-c/,0,0,0.00,0.63,823000,"[10,13,10,10,10,13,7,10,10,13,10,8]",2026-01-31,"Knowledge panel, Sitelinks","informational, transactional",Organic
cirs mold,26,26,480,27,1.31,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/mclean/,0,0,0.00,0.06,288000,"[36,44,36,36,54,54,54,54,67,67,67,100]",2026-01-09,"Image pack, Image, People also ask, Related searches, AI overview",informational,Organic
cirs mold,47,47,480,27,1.31,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/reston/,0,0,0.00,0.06,288000,"[36,44,36,36,54,54,54,54,67,67,67,100]",2026-01-09,"Image pack, Image, People also ask, Related searches, AI overview",informational,Organic
old town manassas medical center manassas va,48,48,40,30,0.00,https://proactivwellnesscenters.com/trt/manassas/,0,0,0.00,0,277000,"[35,54,0,0,0,0,0,0,0,0,0,0]",2025-12-16,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
how to tell if there's mold in your house,1,1,170,32,1.02,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/alexandria/,0,0,0.00,0.65,356000000,"[35,2,5,12,2,43,53,53,82,100,66,100]",2026-01-16,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,People also ask
is dr dale bredesen a real doctor,59,59,40,21,0.00,https://proactivwellnesscenters.com/bredesen-protocol-alzheimers-treatment/pittsburgh/,0,0,0.00,0.33,31600,"[11,11,100,11,11,41,11,11,11,11,11,11]",2026-01-01,"Video, Video Carousel, People also ask, Related searches, AI overview","commercial, informational",Organic
weight loss penn,95,95,40,32,0.00,https://proactivwellnesscenters.com/medical-weight-loss/york/,0,0,0.00,0.71,14000000,"[18,18,18,18,18,18,18,18,100,18,100,18]",2026-02-12,"Local pack, Video, Video Carousel, People also ask, Related searches",commercial,Organic
gainswave kernersville,25,25,90,1,0.00,https://proactivwellnesscenters.com/gainswave-therapy/rockville/,0,0,0.00,0,355,"[64,29,5,29,29,23,23,82,82,64,82,100]",2026-01-22,"People also ask, Related searches, AI overview","informational, transactional",Organic
gainswave kernersville,31,31,90,1,0.00,https://proactivwellnesscenters.com/gainswave-therapy/rockville/,0,0,0.00,0,355,"[64,29,5,29,29,23,23,82,82,64,82,100]",2026-01-22,"People also ask, Related searches, AI overview","informational, transactional",Organic
gainswave kernersville,43,43,90,1,0.00,https://proactivwellnesscenters.com/gainswave-therapy/mclean/,0,0,0.00,0,355,"[64,29,5,29,29,23,23,82,82,64,82,100]",2026-01-22,"People also ask, Related searches, AI overview","informational, transactional",Organic
gainswave kernersville,50,50,90,1,0.00,https://proactivwellnesscenters.com/gainswave-therapy/sterling/,0,0,0.00,0,355,"[64,29,5,29,29,23,23,82,82,64,82,100]",2026-01-22,"People also ask, Related searches, AI overview","informational, transactional",Organic
gainswave kernersville,52,52,90,1,0.00,https://proactivwellnesscenters.com/gainswave-therapy/sterling/,0,0,0.00,0,355,"[64,29,5,29,29,23,23,82,82,64,82,100]",2026-01-22,"People also ask, Related searches, AI overview","informational, transactional",Organic
gainswave kernersville,58,58,90,1,0.00,https://proactivwellnesscenters.com/gainswave-therapy/morgantown/,0,0,0.00,0,355,"[64,29,5,29,29,23,23,82,82,64,82,100]",2026-01-22,"People also ask, Related searches, AI overview","informational, transactional",Organic
gainswave kernersville,61,61,90,1,0.00,https://proactivwellnesscenters.com/gainswave-therapy/charles-town/,0,0,0.00,0,355,"[64,29,5,29,29,23,23,82,82,64,82,100]",2026-01-22,"People also ask, Related searches, AI overview","informational, transactional",Organic
gainswave kernersville,73,73,90,1,0.00,https://proactivwellnesscenters.com/gainswave-therapy/tysons-corner/,0,0,0.00,0,355,"[64,29,5,29,29,23,23,82,82,64,82,100]",2026-01-22,"People also ask, Related searches, AI overview","informational, transactional",Organic
gainswave kernersville,93,93,90,1,0.00,https://proactivwellnesscenters.com/gainswave-therapy/martinsburg/,0,0,0.00,0,355,"[64,29,5,29,29,23,23,82,82,64,82,100]",2026-01-22,"People also ask, Related searches, AI overview","informational, transactional",Organic
cellcore biotoxin binder side effects,15,15,50,14,0.00,https://proactivwellnesscenters.com/anti-aging/detox-programs/,0,0,0.00,0.08,2800,"[27,100,18,18,18,100,81,18,45,45,63,63]",2026-01-22,"Sitelinks, Image, People also ask, Related searches, AI overview",informational,Organic
evaluation weight loss,73,73,70,,6.47,https://proactivwellnesscenters.com/medical-weight-loss/pittsburgh/,0,0,0.00,0.26,457000000,"[41,41,41,41,52,52,41,64,41,52,29,41]",2026-01-13,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
mold front load washing machine,40,40,30,27,0.60,https://proactivwellnesscenters.com/anti-aging/cirs-mold-exposure-from-front-loading-washing-machines/,0,0,0.00,0.52,4150000,"[14,64,50,50,0,0,0,0,100,0,0,0]",2026-01-02,"Sitelinks, Video, Ads bottom, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
health clubs in germantown md,46,46,260,26,2.20,https://proactivwellnesscenters.com/pwc-max-weight-loss-program/germantown/,0,0,0.00,0.39,534000,"[30,13,20,20,10,45,36,3,10,20,20,30]",2026-01-28,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
holistic sexual health programs for ed treatment options in schaumburg,72,72,70,0,0.00,https://proactivwellnesscenters.com/gainswave-therapy/silver-spring/,0,0,0.00,0,21200,"[55,100]",2026-02-08,"Local pack, People also ask",informational,Organic
hair works charles town wv,32,32,70,31,1.51,https://proactivwellnesscenters.com/bredesen-protocol-alzheimers-treatment/charles-town/,0,0,0.00,0.05,337000,"[52,52,41,64,41,82,64,41,52,52,11,23]",2026-02-07,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
biotics research corporation products,97,97,40,25,1.02,https://stores.proactivwellnesscenters.com/Biotics-Research-Corporation_c_33.html,0,0,0.00,0.93,153000,"[45,36,45,45,63,18,100,18,18,18,18,18]",2026-02-01,"Sitelinks, Video, Related searches, AI overview",navigational,Organic
mthfr treatment,21,21,480,40,0.53,https://proactivwellnesscenters.com/hormone-replacement/mthfr-implications-and-treatment/,0,0,0.00,0.45,2530000,"[44,81,81,54,66,66,54,81,54,100,66,44]",2026-01-28,"Image pack, Sitelinks, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
mthfr treatment,30,30,480,40,0.53,https://proactivwellnesscenters.com/hormone-replacement/mthfr-implications-and-treatment/,0,0,0.00,0.45,2530000,"[44,81,81,54,66,66,54,81,54,100,66,44]",2026-01-28,"Image pack, Sitelinks, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
fruits good for,54,54,170,75,0.04,https://proactivwellnesscenters.com/fruits-and-their-surprising-benefits/,0,0,0.00,0.26,955000000,"[35,66,28,23,35,43,100,35,35,66,35,17]",2026-02-01,"Image pack, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
fruits good for,59,59,170,75,0.04,https://proactivwellnesscenters.com/fruits-and-their-surprising-benefits/,0,0,0.00,0.26,955000000,"[35,66,28,23,35,43,100,35,35,66,35,17]",2026-02-01,"Image pack, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
vitamin shoppe tysons corner,26,26,30,18,1.18,https://proactivwellnesscenters.com/gainswave-therapy/tysons-corner/,0,0,0.00,0.27,22800,"[9,9,9,9,9,52,9,9,9,9,9,9]",2026-01-22,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
fix my low t com,97,97,70,,7.56,https://proactivwellnesscenters.com/trt/gaithersburg/,0,0,0.00,0.99,1010000000,"[3,6,8,3,28,8,35,18,18,18,3,0]",2025-12-31,"Sitelinks, Video, Related searches, AI overview","commercial, informational",Organic
cistus tea,1,1,480,16,0.56,https://proactivwellnesscenters.com/the-super-food-that-fights-super-bugs-naturally/,0,0,0.00,1,1230000,"[39,39,48,48,59,48,88,48,48,72,39,39]",2026-01-07,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, AI overview","commercial, informational",People also ask
renew vitality trt,49,49,70,42,5.13,https://proactivwellnesscenters.com/trt/morgantown/,0,0,0.00,0.09,56300,"[63,36,18,18,100,18,100,100,18,100,18,100]",2026-02-07,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
front loading washing machine mold problem,30,30,50,20,1.05,https://proactivwellnesscenters.com/anti-aging/cirs-mold-exposure-from-front-loading-washing-machines/,0,0,0.00,0.28,3590000,"[29,29,41,23,23,23,29,17,29,41,23,52]",2026-01-15,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
revamp wellness center,52,52,50,30,0.00,https://proactivwellnesscenters.com/,0,0,0.00,0.02,3100000,"[100,18,18,100,18,100,18,18,18,100,0,63]",2025-12-20,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
proactive men's medical center,34,34,170,28,4.46,https://proactivwellnesscenters.com/gainswave-therapy/frederick/,0,0,0.00,0.27,4580000,"[28,35,35,35,28,35,23,28,23,28,35,18]",2026-01-21,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
proactive men's medical center,87,87,170,28,4.46,https://proactivwellnesscenters.com/,0,0,0.00,0.27,4580000,"[28,35,35,35,28,35,23,28,23,28,35,18]",2026-01-21,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
mold removal rockville md,44,44,110,4,22.44,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/rockville/,0,0,0.00,0.2,143000,"[19,19,26,26,34,34,26,42,42,100,53,65]",2026-02-01,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
hampton iowa wellness center,59,59,50,,0.00,https://proactivwellnesscenters.com/medical-weight-loss/woodbridge/,0,0,0.00,0.01,389000,"[100,100,100,18,100,18,18,18,18,18,18,18]",2026-01-03,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
terrain bethesda md,54,54,210,28,0.00,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/bethesda/,0,0,0.00,0.36,139000,"[81,65,65,81,81,81,34,6,43,43,81,81]",2026-01-26,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches","navigational, transactional",Organic
mthfr a1298c homozygous treatment,40,40,30,37,1.63,https://proactivwellnesscenters.com/hormone-replacement/mthfr-implications-and-treatment/,0,0,0.00,0.12,37400,"[18,18,18,36,45,18,18,18,18,18,18,36]",2026-02-07,"Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
mthfr and birth control,34,34,40,14,0.00,https://proactivwellnesscenters.com/hormone-replacement/mthfr-implications-and-treatment/,0,0,0.00,0,812000,"[15,19,15,19,15,19,15,26,19,11,15,7]",2026-02-10,"Sitelinks, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
gaithersburg weight loss,10,10,70,3,0.00,https://proactivwellnesscenters.com/pwc-max-weight-loss-program/gaithersburg/,0,0,0.00,0,540000,"[22,77,100]",2026-02-08,"Local pack, People also ask, Related searches",commercial,Organic
gaithersburg weight loss,24,24,70,3,0.00,https://proactivwellnesscenters.com/medical-weight-loss/gaithersburg/,0,0,0.00,0,540000,"[22,77,100]",2026-02-08,"Local pack, People also ask, Related searches",commercial,Organic
loop wellness leesburg,37,37,40,,3.93,https://proactivwellnesscenters.com/medical-weight-loss/leesburg/,0,0,0.00,0.17,86300,"[52,11,11,11,11,11,11,100,11,11,11,11]",2025-12-27,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
poplar tree wellness,93,93,50,3,0.00,https://proactivwellnesscenters.com/gainswave-therapy/alexandria/,0,0,0.00,0.02,399000,"[52,9,19,100,9,9,19,9,42,9,9,9]",2026-02-11,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
